Nombre_jugador;Dorsal;Posicion;Equipo;ID_equipo;goles_marcados;asistencias;goles_recibidos;paradas;tarjetas_amarillas;tarjetas_rojas
Diego Fuoli;25;Portero;Almeria;17;0;0;0;0;0;0
Diego Marino;1;Portero;Almeria;17;0;0;2;3;0;0
Fernando Martinez;13;Portero;Almeria;17;0;0;61;133;3;0
Giorgi Makaridze;1;Portero;Almeria;17;0;0;0;0;0;0
Aitor Bunuel;2;Defensa;Almeria;17;0;0;0;0;0;0
Aitor Punal;35;Defensa;Almeria;17;0;0;0;0;0;0
Arnau Sola;-;Defensa;Almeria;17;0;0;0;0;0;0
Chumi;21;Defensa;Almeria;17;1;0;0;0;5;0
Cuenca;29;Defensa;Almeria;17;0;0;0;0;0;0
Daniel Carrico;23;Defensa;Almeria;17;0;0;0;0;0;0
Houboulang Mendes;24;Defensa;Almeria;17;0;1;0;0;2;0
Ivan Martos;-;Defensa;Almeria;17;0;0;0;0;0;0
Jonathan;-;Defensa;Almeria;17;0;0;0;0;0;0
Kaiky;2;Defensa;Almeria;17;0;0;0;0;5;0
Nelson Monte;24;Defensa;Almeria;17;0;0;0;0;0;0
Rodrigo Ely;19;Defensa;Almeria;17;0;1;0;0;8;1
Sergio Akieme;15;Defensa;Almeria;17;1;0;0;0;5;0
Srdjan Babic;22;Defensa;Almeria;17;3;0;0;0;5;0
Alex Centelles;20;Defensa;Almeria;17;1;2;0;0;0;1
Alex Pozo;17;Defensa;Almeria;17;0;3;0;0;2;0
Arnau Puigmal;8;Mediocentro;Almeria;17;1;0;0;0;4;0
Cristian Olivera;-;Mediocentro;Almeria;17;0;0;0;0;0;0
Cesar de la Hoz;6;Mediocentro;Almeria;17;1;0;0;0;6;0
Francisco Portillo;8;Mediocentro;Almeria;17;2;1;0;0;1;0
Gonzalo Melero;11;Mediocentro;Almeria;17;4;3;0;0;5;0
Gui;28;Mediocentro;Almeria;17;0;0;0;0;0;0
Lucas Robertone;5;Mediocentro;Almeria;17;2;7;0;0;7;0
Mamadou Dialla Sylla;36;Mediocentro;Almeria;17;0;0;0;0;0;0
Marcos Pena;26;Mediocentro;Almeria;17;0;0;0;0;0;0
Martin Svidersky;26;Mediocentro;Almeria;17;0;0;0;0;0;0
Samu Costa;23;Mediocentro;Almeria;17;1;2;0;0;5;0
Inigo Eguaras;16;Mediocentro;Almeria;17;1;1;0;0;6;0
Adri Embarba;10;Delantero;Almeria;17;4;3;0;0;3;1
Arvin Appiah;27;Delantero;Almeria;17;0;0;0;0;0;0
Carlos Gilbert;37;Delantero;Almeria;17;0;0;0;0;0;0
Carlos Rojas;33;Delantero;Almeria;17;0;0;0;0;0;0
Dyego Sousa;11;Delantero;Almeria;17;0;1;0;0;0;0
El Bilal Toure;9;Delantero;Almeria;17;7;2;0;0;0;0
Jordi Escobar;-;Delantero;Almeria;17;0;0;0;0;0;0
Juan Villar;7;Delantero;Almeria;17;0;0;0;0;0;0
Largie Ramazani;7;Delantero;Almeria;17;3;1;0;0;6;0
Luis Javier Suarez;16;Delantero;Almeria;17;4;4;0;0;4;1
Lazaro;14;Delantero;Almeria;17;6;0;0;0;1;0
Leo Baptistao;12;Delantero;Almeria;17;5;2;0;0;7;0
Marciano Sanca;34;Delantero;Almeria;17;0;0;0;0;0;0
Marezi;29;Delantero;Almeria;17;0;0;0;0;0;0
Raul Caballero;28;Delantero;Almeria;17;0;0;0;0;0;0
Ander Iruarrizaga;35;Portero;Athletic Club;8;0;0;0;0;0;0
Ibon Ispizua;26;Portero;Athletic Club;8;0;0;0;0;0;0
Jokin Ezkieta;13;Portero;Athletic Club;8;0;0;0;0;0;0
Julen Agirrezabala;13;Portero;Athletic Club;8;0;0;6;13;0;0
Unai Simon;1;Portero;Athletic Club;8;0;0;37;70;2;0
Alex Padilla;27;Portero;Athletic Club;8;0;0;0;0;0;0
Aitor Paredes;4;Defensa;Athletic Club;8;0;0;0;0;3;0
Ander Capa;21;Defensa;Athletic Club;8;0;0;0;0;1;0
Dani Vivian;3;Defensa;Athletic Club;8;1;0;0;0;8;1
Hugo Rincon;32;Defensa;Athletic Club;8;0;0;0;0;0;0
Mikel Balenziaga;24;Defensa;Athletic Club;8;0;0;0;0;0;0
Peru Nolaskoain;23;Defensa;Athletic Club;8;0;0;0;0;0;0
Yeray Alvarez;5;Defensa;Athletic Club;8;1;1;0;0;7;1
Yuri Berchiche;17;Defensa;Athletic Club;8;1;1;0;0;6;1
Alex Petxa;-;Defensa;Athletic Club;8;0;0;0;0;0;0
Inigo Lekue;15;Defensa;Athletic Club;8;0;1;0;0;0;0
Inigo Martinez;4;Defensa;Athletic Club;8;1;0;0;0;1;0
Oscar De Marcos;18;Defensa;Athletic Club;8;1;6;0;0;7;0
Benat Prados;32;Defensa;Athletic Club;8;0;0;0;0;0;0
Dani Garcia;14;Mediocentro;Athletic Club;8;0;2;0;0;6;0
Inigo Cordoba;25;Mediocentro;Athletic Club;8;0;0;0;0;0;0
Junior Bita;33;Mediocentro;Athletic Club;8;0;0;0;0;0;0
Mikel Vesga;6;Mediocentro;Athletic Club;8;3;3;0;0;5;0
Oier Zarraga;19;Mediocentro;Athletic Club;8;0;0;0;0;5;0
Oihan Sancet;8;Mediocentro;Athletic Club;8;10;2;0;0;6;1
Raul Garcia;22;Mediocentro;Athletic Club;8;2;3;0;0;4;0
Unai Gomez;30;Mediocentro;Athletic Club;8;0;0;0;0;0;0
Unai Vencedor;16;Mediocentro;Athletic Club;8;0;0;0;0;2;0
Alex Berenguer;7;Delantero;Athletic Club;8;4;1;0;0;2;0
Asier Villalibre;20;Delantero;Athletic Club;8;0;0;0;0;0;0
Gorka Guruzeta;12;Delantero;Athletic Club;8;6;1;0;0;2;0
Iker Muniain;10;Delantero;Athletic Club;8;0;3;0;0;2;0
Inaki Williams;9;Delantero;Athletic Club;8;10;3;0;0;2;0
Inigo Vicente;-;Delantero;Athletic Club;8;0;0;0;0;0;0
Juan Artola;34;Delantero;Athletic Club;8;0;0;0;0;0;0
Luis Bilbao;28;Delantero;Athletic Club;8;0;0;0;0;0;0
Malcom Adu;29;Delantero;Athletic Club;8;0;0;0;0;0;0
Nico Serrano;-;Delantero;Athletic Club;8;0;0;0;0;0;0
Nico Williams;11;Delantero;Athletic Club;8;6;4;0;0;3;0
Alejandro Iturbe;33;Portero;Atletico De Madrid;3;0;0;0;0;0;0
Antonio Gomis;31;Portero;Atletico De Madrid;3;0;0;1;0;0;0
Benjamin Lecomte;1;Portero;Atletico De Madrid;3;0;0;14;29;1;1
Christian Gomez;31;Portero;Atletico De Madrid;3;0;0;0;0;0;0
Ivo Grbic;1;Portero;Atletico De Madrid;3;0;0;12;36;3;0
Jan Oblak;13;Portero;Atletico De Madrid;3;0;0;20;61;0;0
Sergio Mestre;35;Portero;Atletico De Madrid;3;0;0;0;0;0;0
Adrian Corral;45;Defensa;Atletico De Madrid;3;0;0;0;0;0;0
Fran Gonzalez;38;Defensa;Atletico De Madrid;3;0;0;0;0;0;0
Ibrahima Camara;47;Defensa;Atletico De Madrid;3;0;0;0;0;0;0
Ilias Kostis;27;Defensa;Atletico De Madrid;3;0;0;0;0;0;0
Joan Rojas;44;Defensa;Atletico De Madrid;3;0;0;0;0;0;0
Jose Gimenez;2;Defensa;Atletico De Madrid;3;2;1;0;0;9;0
Manuel Lama;42;Defensa;Atletico De Madrid;3;0;0;0;0;0;0
Marco Moreno;28;Defensa;Atletico De Madrid;3;0;0;0;0;0;0
Mario Hermoso;22;Defensa;Atletico De Madrid;3;3;2;0;0;3;2
Matt Doherty;12;Defensa;Atletico De Madrid;3;0;0;0;0;0;0
Nahuel Molina;16;Defensa;Atletico De Madrid;3;4;2;0;0;7;1
Nehuen Perez;3;Defensa;Atletico De Madrid;3;0;0;0;0;0;0
Reinildo;23;Defensa;Atletico De Madrid;3;0;0;0;0;4;0
Renan Lodi;12;Defensa;Atletico De Madrid;3;0;0;0;0;0;0
Sergio Camus;37;Defensa;Atletico De Madrid;3;0;0;0;0;0;0
Sergio Diez;30;Defensa;Atletico De Madrid;3;0;0;0;0;0;0
Sergio Reguilon;3;Defensa;Atletico De Madrid;3;0;0;0;0;0;1
Sime Vrsaljko;24;Defensa;Atletico De Madrid;3;0;0;0;0;0;0
Stefan Savic;15;Defensa;Atletico De Madrid;3;0;0;0;0;5;2
Axel Witsel;20;Mediocentro;Atletico De Madrid;3;0;0;0;0;2;1
Daniel Wass;17;Mediocentro;Atletico De Madrid;3;0;0;0;0;0;0
Geoffrey Kondogbia;4;Mediocentro;Atletico De Madrid;3;0;2;0;0;5;0
Hector Herrera;16;Mediocentro;Atletico De Madrid;3;0;0;0;0;0;0
Javi Serrano;26;Mediocentro;Atletico De Madrid;3;0;0;0;0;0;0
Koke;6;Mediocentro;Atletico De Madrid;3;0;3;0;0;4;0
Marcos Llorente;14;Mediocentro;Atletico De Madrid;3;1;2;0;0;5;0
Pablo Barrios;24;Mediocentro;Atletico De Madrid;3;0;1;0;0;4;0
Rodrigo De Paul;5;Mediocentro;Atletico De Madrid;3;2;7;0;0;5;0
Saul Niguez;8;Mediocentro;Atletico De Madrid;3;3;1;0;0;8;0
Sergio Guerrero;40;Mediocentro;Atletico De Madrid;3;0;0;0;0;0;0
Thomas Lemar;11;Mediocentro;Atletico De Madrid;3;1;3;0;0;0;0
Yannick Carrasco;21;Mediocentro;Atletico De Madrid;3;7;3;0;0;2;0
Abde Raihani;39;Delantero;Atletico De Madrid;3;0;0;0;0;0;0
Antoine Griezmann;8;Delantero;Atletico De Madrid;3;15;16;0;0;2;0
Borja Garces;-;Delantero;Atletico De Madrid;3;0;0;0;0;0;0
Cala;36;Delantero;Atletico De Madrid;3;0;0;0;0;0;0
Carlos Martin;29;Delantero;Atletico De Madrid;3;0;0;0;0;0;0
Diego Bri;26;Delantero;Atletico De Madrid;3;0;0;0;0;0;0
Giuliano Simeone;27;Delantero;Atletico De Madrid;3;0;0;0;0;0;0
Joao Felix;18;Delantero;Atletico De Madrid;3;4;3;0;0;5;0
Luis Suarez;9;Delantero;Atletico De Madrid;3;4;4;0;0;4;1
Matheus Cunha;-;Delantero;Atletico De Madrid;3;0;2;0;0;2;0
Memphis Depay;9;Delantero;Atletico De Madrid;3;5;0;0;0;1;0
Salim El Jebari;30;Delantero;Atletico De Madrid;3;0;0;0;0;0;0
Victor Mollejo;26;Delantero;Atletico De Madrid;3;0;0;0;0;0;0
Alvaro Morata;19;Delantero;Atletico De Madrid;3;13;2;0;0;4;0
Angel Correa;10;Delantero;Atletico De Madrid;3;9;1;0;0;2;1
Ander Astralaga;26;Portero;Barcelona;1;0;0;0;0;0;0
Arnau Tenas;36;Portero;Barcelona;1;0;0;0;0;1;0
Inaki Pena;13;Portero;Barcelona;1;0;0;2;2;0;0
Lazar Carevic;27;Portero;Barcelona;1;0;0;0;0;0;0
Marc-Andre ter Stegen;1;Portero;Barcelona;1;0;0;18;84;0;0
Neto;13;Portero;Barcelona;1;0;0;0;0;0;0
Alejandro Balde;3;Defensa;Barcelona;1;1;6;0;0;4;0
Andreas Christensen;15;Defensa;Barcelona;1;1;1;0;0;2;0
Arnau Casas;-;Defensa;Barcelona;1;0;0;0;0;0;0
Chadi Riad;35;Defensa;Barcelona;1;0;0;0;0;0;0
Clement Lenglet;-;Defensa;Barcelona;1;0;0;0;0;0;0
Dani Alves;8;Defensa;Barcelona;1;0;0;0;0;0;0
Eric Garcia;24;Defensa;Barcelona;1;1;0;0;0;3;0
Guillem Jaime;38;Defensa;Barcelona;1;0;0;0;0;0;0
Hector Fort;39;Defensa;Barcelona;1;0;0;0;0;0;0
Jordi Alba;18;Defensa;Barcelona;1;2;3;0;0;4;1
Jules Kounde;23;Defensa;Barcelona;1;1;3;0;0;2;0
Julian Araujo;-;Defensa;Barcelona;1;0;0;0;0;0;0
Marcos Alonso;17;Defensa;Barcelona;1;1;0;0;0;3;0
Mika Marmol;-;Defensa;Barcelona;1;0;0;0;0;0;0
Ronald Araujo;4;Defensa;Barcelona;1;0;2;0;0;6;1
Samuel Umtiti;23;Defensa;Barcelona;1;0;0;0;0;0;0
Sergi Roberto;20;Defensa;Barcelona;1;4;1;0;0;3;0
Sergino Dest;-;Defensa;Barcelona;1;0;0;0;0;0;0
Alex Valle;-;Defensa;Barcelona;1;0;0;0;0;0;0
Aleix Garrido;34;Mediocentro;Barcelona;1;0;0;0;0;0;0
Antonio Aranda;-;Mediocentro;Barcelona;1;0;0;0;0;0;0
Franck Kessie;19;Mediocentro;Barcelona;1;1;1;0;0;4;0
Frenkie de Jong;21;Mediocentro;Barcelona;1;2;4;0;0;3;0
Gavi;6;Mediocentro;Barcelona;1;2;4;0;0;10;0
Jandro Orellana;43;Mediocentro;Barcelona;1;0;0;0;0;0;0
Lucas de Vega;40;Mediocentro;Barcelona;1;0;0;0;0;0;0
Marc Casado;30;Mediocentro;Barcelona;1;0;0;0;0;0;0
Pablo Torre;32;Mediocentro;Barcelona;1;0;0;0;0;0;0
Pau Prim;46;Mediocentro;Barcelona;1;0;0;0;0;0;0
Pedri;8;Mediocentro;Barcelona;1;6;1;0;0;2;0
Riqui Puig;6;Mediocentro;Barcelona;1;0;0;0;0;0;0
Sergio Busquets;5;Mediocentro;Barcelona;1;0;4;0;0;6;1
Angel Alarcon;29;Mediocentro;Barcelona;1;0;0;0;0;0;0
Adama Traore;11;Delantero;Barcelona;1;0;0;0;0;0;0
Ansu Fati;10;Delantero;Barcelona;1;7;3;0;0;3;0
Estanis Pedrola;39;Delantero;Barcelona;1;0;0;0;0;0;0
Fabio Blanco;-;Delantero;Barcelona;1;0;0;0;0;0;0
Ferran Torres;7;Delantero;Barcelona;1;4;2;0;0;5;1
Ilias Akhomach;27;Delantero;Barcelona;1;0;0;0;0;0;0
Lamine Yamal;27;Delantero;Barcelona;1;0;0;0;0;0;0
Marc Guiu;38;Delantero;Barcelona;1;0;0;0;0;0;0
Ousmane Dembele;-;Delantero;Barcelona;1;5;7;0;0;4;0
Raphinha;11;Delantero;Barcelona;1;7;7;0;0;8;0
Rey Manaj;-;Delantero;Barcelona;1;0;0;0;0;0;0
Robert Lewandowski;9;Delantero;Barcelona;1;23;7;0;0;2;1
Trincao;17;Delantero;Barcelona;1;0;0;0;0;0;0
Agustin Marchesin;1;Portero;Celta De Vigo;13;0;0;29;44;3;0
Cesar Fernandez;41;Portero;Celta De Vigo;13;0;0;0;0;0;0
Christian Sanchez;34;Portero;Celta De Vigo;13;0;0;0;0;0;0
Coke Carrillo;26;Portero;Celta De Vigo;13;0;0;0;0;0;0
Gaizka Campos;26;Portero;Celta De Vigo;13;0;0;0;0;0;0
Ivan Villar;13;Portero;Celta De Vigo;13;0;0;24;38;0;0
Matias Dituro;1;Portero;Celta De Vigo;13;0;0;0;0;0;0
Ruben Blanco;13;Portero;Celta De Vigo;13;0;0;0;0;0;0
Carlos Dominguez;28;Defensa;Celta De Vigo;13;0;0;0;0;0;0
Fernando Medrano;36;Defensa;Celta De Vigo;13;0;0;0;0;0;0
Hugo Mallo;2;Defensa;Celta De Vigo;13;0;1;0;0;5;1
Javi Castro;38;Defensa;Celta De Vigo;13;0;0;0;0;0;0
Javi Galan;17;Defensa;Celta De Vigo;13;0;3;0;0;6;0
Javier Dominguez;39;Defensa;Celta De Vigo;13;0;0;0;0;0;0
Jeison Murillo;24;Defensa;Celta De Vigo;13;0;0;0;0;0;0
Joseph Aidoo;15;Defensa;Celta De Vigo;13;0;0;0;0;4;1
Jose Fontan;5;Defensa;Celta De Vigo;13;0;0;0;0;0;0
Kevin Vazquez;20;Defensa;Celta De Vigo;13;0;0;0;0;2;0
Martin Conde;33;Defensa;Celta De Vigo;13;0;0;0;0;0;0
Nestor Araujo;4;Defensa;Celta De Vigo;13;0;0;0;0;0;0
Sergio Barcia;38;Defensa;Celta De Vigo;13;0;0;0;0;0;0
Thomas Carrique;39;Defensa;Celta De Vigo;13;0;0;0;0;0;0
Unai Nunez;4;Defensa;Celta De Vigo;13;0;0;0;0;8;0
Oscar Mingueza;3;Defensa;Celta De Vigo;13;0;0;0;0;2;0
Augusto Solari;21;Mediocentro;Celta De Vigo;13;0;1;0;0;1;0
Damian Rodriguez;34;Mediocentro;Celta De Vigo;13;0;0;0;0;0;0
Fran Beltran;8;Mediocentro;Celta De Vigo;13;0;2;0;0;4;0
Franco Cervi;11;Mediocentro;Celta De Vigo;13;0;4;0;0;2;1
Gabri Veiga;24;Mediocentro;Celta De Vigo;13;0;4;0;0;6;1
Hugo Sotelo;30;Mediocentro;Celta De Vigo;13;0;0;0;0;0;0
Hugo Alvarez;33;Mediocentro;Celta De Vigo;13;0;0;0;0;0;0
Luca de la Torre;14;Mediocentro;Celta De Vigo;13;0;2;0;0;6;0
Miguel Baeza;16;Mediocentro;Celta De Vigo;13;0;0;0;0;0;0
Okay Yokuslu;5;Mediocentro;Celta De Vigo;13;0;0;0;0;0;0
Orbelin Pineda;18;Mediocentro;Celta De Vigo;13;0;0;0;0;0;0
Renato Tapia;5;Mediocentro;Celta De Vigo;13;0;0;0;0;6;1
Williot Swedberg;19;Mediocentro;Celta De Vigo;13;0;0;0;0;1;0
Oscar Rodriguez;5;Mediocentro;Celta De Vigo;13;0;0;0;0;6;0
Alfon Gonzalez;32;Delantero;Celta De Vigo;13;0;0;0;0;0;0
Carles Perez;7;Delantero;Celta De Vigo;13;0;5;0;0;4;0
Emre Mor;7;Delantero;Celta De Vigo;13;0;0;0;0;0;0
Fran Lopez;32;Delantero;Celta De Vigo;13;0;0;0;0;0;0
Gabriel Fernandez;19;Delantero;Celta De Vigo;13;0;0;0;0;0;0
Goncalo Paciencia;9;Delantero;Celta De Vigo;13;0;0;0;0;2;1
Haris Seferovic;22;Delantero;Celta De Vigo;13;0;1;0;0;3;0
Iago Aspas;10;Delantero;Celta De Vigo;13;0;3;0;0;4;0
Jorgen Strand Larsen;18;Delantero;Celta De Vigo;13;0;4;0;0;4;0
Miguel Rodriguez;29;Delantero;Celta De Vigo;13;0;1;0;0;0;0
Nolito;9;Delantero;Celta De Vigo;13;0;0;0;0;0;0
Pablo Duran;35;Delantero;Celta De Vigo;13;0;0;0;0;0;0
Santi Mina;-;Delantero;Celta De Vigo;13;0;0;0;0;0;0
Thiago Galhardo;7;Delantero;Celta De Vigo;13;0;0;0;0;0;0
Conan Ledesma;1;Portero;Cadiz;14;0;0;48;135;2;0
David Gil;13;Portero;Cadiz;14;0;0;5;18;0;0
Juan Flere;26;Portero;Cadiz;14;0;0;0;0;0;0
Nando Almodovar;34;Portero;Cadiz;14;0;0;0;0;0;0
Victor Aznar;26;Portero;Cadiz;14;0;0;0;0;0;0
Alfonso Espino;22;Defensa;Cadiz;14;0;4;0;0;7;0
Carlos Akapo;15;Defensa;Cadiz;14;0;0;0;0;0;0
Carlos Garcia;30;Defensa;Cadiz;14;0;1;0;0;0;0
Fali;3;Defensa;Cadiz;14;0;0;0;0;6;0
Genar Fornes;27;Defensa;Cadiz;14;0;0;0;0;0;0
Iza Carcelen;20;Defensa;Cadiz;14;0;1;0;0;4;3
Jorge Mere;25;Defensa;Cadiz;14;0;0;0;0;0;0
Joseba Zaldua;2;Defensa;Cadiz;14;0;1;0;0;4;0
Juan Cala;-;Defensa;Cadiz;14;0;0;0;0;0;0
Lautaro Spatz;37;Defensa;Cadiz;14;0;0;0;0;0;0
Luis Hernandez;23;Defensa;Cadiz;14;0;0;0;0;6;1
Momo Mbaye;14;Defensa;Cadiz;14;0;0;0;0;2;0
Raul Parra;2;Defensa;Cadiz;14;0;0;0;0;0;0
Santiago Arzamendia;21;Defensa;Cadiz;14;0;0;0;0;0;0
Varazdat Haroyan;5;Defensa;Cadiz;14;0;0;0;0;0;0
Victor Chust;5;Defensa;Cadiz;14;1;0;0;0;3;0
Awer Mabil;-;Mediocentro;Cadiz;14;0;0;0;0;0;0
David Mayoral;-;Mediocentro;Cadiz;14;0;0;0;0;0;0
Fede San Emeterio;24;Mediocentro;Cadiz;14;0;1;0;0;14;0
Francisco Mwepu;41;Mediocentro;Cadiz;14;0;0;0;0;0;0
Gonzalo Escalante;17;Mediocentro;Cadiz;14;4;1;0;0;4;0
Ivan Alejo;11;Mediocentro;Cadiz;14;0;1;0;0;11;1
Jens Jonsson;2;Mediocentro;Cadiz;14;0;0;0;0;0;0
Jon Ander Garrido;-;Mediocentro;Cadiz;14;0;0;0;0;0;0
Jose Mari Martin;6;Mediocentro;Cadiz;14;0;0;0;0;4;0
Martin Calderon;-;Mediocentro;Cadiz;14;0;0;0;0;0;0
Ruben Alcaraz;4;Mediocentro;Cadiz;14;3;0;0;0;10;1
Tomas Alarcon;35;Mediocentro;Cadiz;14;0;0;0;0;0;1
Youba Diarra;19;Mediocentro;Cadiz;14;0;0;0;0;2;0
Alex Fernandez;8;Mediocentro;Cadiz;14;3;0;0;0;0;0
Alvaro Bastida;28;Mediocentro;Cadiz;14;0;0;0;0;0;0
Alvaro Jimenez;-;Mediocentro;Cadiz;14;0;0;0;0;0;0
Anthony Lozano;9;Delantero;Cadiz;14;1;1;0;0;6;0
Brian Ocampo;10;Delantero;Cadiz;14;1;1;0;0;2;0
Chris Ramos;16;Delantero;Cadiz;14;1;0;0;0;0;0
Florin Andone;17;Delantero;Cadiz;14;0;0;0;0;0;0
Ivan Chapela;27;Delantero;Cadiz;14;0;0;0;0;0;0
Jose Antonio de la Rosa;27;Delantero;Cadiz;14;0;1;0;0;0;0
Mamady Diarra;29;Delantero;Cadiz;14;0;0;0;0;0;0
Milutin Osmajic;12;Delantero;Cadiz;14;0;0;0;0;0;0
Nano Mesa;23;Delantero;Cadiz;14;0;0;0;0;0;0
Oussama Idrissi;11;Delantero;Cadiz;14;0;0;0;0;0;0
Pedro Benito;35;Delantero;Cadiz;14;0;0;0;0;0;0
Roger Marti;15;Delantero;Cadiz;14;1;1;0;0;3;0
Ruben Sobrino;7;Delantero;Cadiz;14;3;2;0;0;11;0
Sergi Guardiola;19;Delantero;Cadiz;14;3;0;0;0;3;0
Theo Bongonda;10;Delantero;Cadiz;14;4;3;0;0;2;0
Alvaro Negredo;9;Delantero;Cadiz;14;1;2;0;0;0;0
Axel Werner;1;Portero;Elche;20;0;0;4;5;0;0
Edgar Badia;13;Portero;Elche;20;0;0;63;139;2;0
Jesus Lopez;28;Portero;Elche;20;0;0;0;0;0;0
Kiko Casilla;1;Portero;Elche;20;0;0;0;0;0;0
Lluis Andreu;28;Portero;Elche;20;0;0;0;0;0;0
Luismi Quirant;36;Portero;Elche;20;0;0;0;0;0;0
Antonio Barragan;19;Defensa;Elche;20;0;0;0;0;0;0
Carlos Clerc;23;Defensa;Elche;20;0;1;0;0;5;0
Cheikh Diamanka;32;Defensa;Elche;20;0;0;0;0;0;0
Diego Gonzalez;4;Defensa;Elche;20;0;0;0;0;5;0
Enzo Roco;3;Defensa;Elche;20;0;0;0;0;4;1
Gonzalo Verdu;5;Defensa;Elche;20;1;0;0;0;0;2
Helibelton Palacios;14;Defensa;Elche;20;0;0;0;0;7;0
Javi Pamies;34;Defensa;Elche;20;0;0;0;0;0;0
Josema;24;Defensa;Elche;20;0;0;0;0;0;0
Jose Salinas;12;Defensa;Elche;20;0;0;0;0;0;0
Jose Angel Carmona;40;Defensa;Elche;20;3;1;0;0;7;2
Lautaro Blanco;3;Defensa;Elche;20;0;2;0;0;2;0
